Rank,Ensemble ID,Name,Position (hg19),MinEnergy,Binding site(query),Binding site(target),location,SumEnergy,lncRNA,Name_lncRNA
94,ENST00000275820,NOM1,chr7:156742418-156765876 ,-96.9,832-910,5595-5673,UTR3,-3386,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
95,ENST00000608574,RP5-1065J22.8,chr1:109630594-109633480 ,-96.8,832-904,856-928,ncRNA,-1882.4,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
96,ENST00000257408,KLB,chr4:39408474-39453156 ,-96.8,832-915,4336-4419,UTR3,-2924.5,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
97,ENST00000496455,GMPS,chr3:155588326-155661815 ,-96.5,844-915,5994-6065,UTR3,-4611.6,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
98,ENST00000592502,ZNF101,chr19:19779664-19794315 ,-96.5,833-897,1623-1687,UTR3,-3277.9,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
99,ENST00000608477,RP11-212P7.2,chr7:128164071-128171123 ,-96.5,832-914,3957-4039,ncRNA,-4620,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
100,ENST00000242375,AKR1D1,chr7:137761224-137802732 ,-96.5,832-912,2248-2328,UTR3,-1299.2,ENST00000572856,ENSG00000262001.1
1,ENST00000584772,RP11-1090M7.1,chr17:12663458-12693559 ,-37.8,143-194,37-88,ncRNA,-150.7,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
2,ENST00000609881,GS1-279B7.2,chr1:185286912-185287662 ,-37.4,141-195,Dec-66,ncRNA,-81.4,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
3,ENST00000327300,KHDRBS1,chr1:32479431-32509483 ,-36.7,125-172,2255-2302,UTR3,-242,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
4,ENST00000378078,RGP1,chr9:35749285-35758572 ,-36,389-423,2666-2715,UTR3,-301.4,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
5,ENST00000605794,RP11-1186N24.5,chr16:15198581-15225458 ,-35.8,144-194,2414-2464,ncRNA,-175,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
6,ENST00000328085,NPIPA1,chr16:15031301-15045913 ,-35.8,144-194,460-510,CDS,-199.2,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
7,ENST00000360151,NPIPA5,chr16:15457517-15472151 ,-35.8,144-194,460-510,CDS,-190.8,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
8,ENST00000381497,AC138969.4,chr16:16425735-16444447 ,-35.8,144-194,871-921,CDS,-212.9,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
9,ENST00000427999,RP11-1212A22.4,chr16:18451953-18470696 ,-35.8,144-194,871-921,CDS,-212.9,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
10,ENST00000529166,NPIPA2,chr16:14841924-14859270 ,-35.7,144-194,517-567,CDS,-182.6,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
11,ENST00000531598,NPIPA3,chr16:14802802-14820195 ,-35.7,144-194,517-567,CDS,-186.7,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
12,ENST00000296096,TCF23,chr2:27371873-27376378 ,-35.7,183-235,1145-1197,UTR3,-77.6,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
13,ENST00000328544,SSTR3,chr22:37600279-37608362 ,-35.4,388-423,36-84,UTR5,-140.1,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
14,ENST00000553319,RP11-65I12.1,chr2:113998308-113998987 ,-35.3,143-196,218-271,ncRNA,-98.8,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
15,ENST00000342160,HUWE1,chrX:53559058-53711114 ,-35.2,31-Jan,4333-4381,CDS,-541.9,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
16,ENST00000373826,RAB42,chr1:28918713-28921955 ,-35.2,388-423,16-63,UTR5,-89.7,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
17,ENST00000599531,PNMAL2,chr19:46994449-46999755 ,-35.2,141-194,3517-3570,UTR3,-194.2,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
18,ENST00000420326,RECQL5,chr17:73644946-73663269 ,-35,278-329,1517-1568,UTR3,-152.8,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
19,ENST00000380368,BPHL,chr6:3118611-3153428 ,-34.9,141-194,236-289,UTR5,-105.7,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
20,ENST00000289815,VWA5B1,chr1:20617413-20681387 ,-34.8,141-195,3755-3809,"CDS,stop_codon",-111.2,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
21,ENST00000374810,TP53INP2,chr20:33292095-33301243 ,-34.5,390-423,1298-1347,UTR3,-172.7,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
22,ENST00000406902,GRAMD4,chr22:47016300-47075682 ,-34.5,16-64,2860-2908,UTR3,-153.1,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
23,ENST00000405142,NUDT16L1,chr16:4743720-4745856 ,-33.7,143-194,679-730,CDS,-80.9,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
24,ENST00000399147,RP11-166B2.1,chr16:12021231-12035902 ,-33.6,145-192,520-567,CDS,-159,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
25,ENST00000530217,NPIPA7,chr16:16472913-16487811 ,-33.6,145-192,665-712,CDS,-168.2,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
26,ENST00000308724,AP1G2,chr14:24028775-24037279 ,-33.5,163-213,460-510,UTR5,-159.5,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
27,ENST00000318008,LASP1,chr17:37026113-37078023 ,-33.3,125-172,2444-2491,UTR3,-200.5,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
28,ENST00000295851,ABI2,chr2:204192943-204312446 ,-33.3,143-194,15330-15381,UTR3,-1026.3,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
29,ENST00000510882,HDGFL1,chr6:22569796-22571892 ,-33.2,148-195,508-555,CDS,-113.2,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
30,ENST00000382545,KCNA1,chr12:5019072-5027413 ,-33.2,31-Jan,616-664,UTR5,-387.2,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
31,ENST00000249330,VGF,chr7:100805791-100808874 ,-33,31-Jan,1552-1599,CDS,-53.3,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
32,ENST00000221200,KCTD9,chr8:25285367-25315983 ,-33,30-Jan,130-177,UTR5,-169.6,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
33,ENST00000422459,RP11-290F20.3,chr20:48892855-48895574 ,-33,388-423,452-499,ncRNA,-74.1,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
34,ENST00000425497,RP11-290F20.3,chr20:48884024-48896332 ,-33,388-423,646-693,ncRNA,-50.1,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
35,ENST00000605886,RP11-284F21.10,chr1:156611459-156614679 ,-32.9,145-194,2977-3026,ncRNA,-116.1,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
36,ENST00000430034,AC132217.4,chr11:2150352-2151194 ,-32.8,388-423,105-156,ncRNA,-32.8,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
37,ENST00000416167,IGF2,chr11:2150343-2160619 ,-32.8,388-423,5308-5359,UTR3,-137.1,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
38,ENST00000368804,TCHH,chr1:152078794-152086556 ,-32.7,31-Jan,649-697,CDS,-699.5,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
39,ENST00000367580,MR1,chr1:181003140-181031074 ,-32.7,390-423,5069-5118,UTR3,-354.7,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
40,ENST00000563722,RP11-973H7.1,chr18:12774651-12775922 ,-32.7,141-194,274-327,ncRNA,-90.9,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
41,ENST00000574180,RP11-46D6.1,chr16:46656774-46658363 ,-32.6,390-423,642-690,ncRNA,-38.7,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
42,ENST00000418265,ISY1-RAB43,chr3:128806419-128879879 ,-32.6,390-423,3935-3983,UTR3,-203.4,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
43,ENST00000562549,RP11-46D6.1,chr16:46656774-46658355 ,-32.6,390-423,158-206,ncRNA,-36.4,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
44,ENST00000315150,RAB43,chr3:128806413-128840633 ,-32.6,390-423,3528-3576,UTR3,-120.8,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
45,ENST00000285402,ODF1,chr8:103563801-103573216 ,-32.5,389-423,955-1006,UTR3,-90.1,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
46,ENST00000307564,AKNA,chr9:117096437-117156685 ,-32.4,388-423,6324-6375,UTR3,-203.5,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
47,ENST00000462683,YIPF6,chrX:67718166-67757127 ,-32.3,143-196,229-282,UTR5,-489.9,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
48,ENST00000441885,SHISA6,chr17:11144581-11467380 ,-32.3,143-193,4412-4462,UTR3,-253.8,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
49,ENST00000578214,RP11-815I9.4,chr17:18570943-18572774 ,-32.2,183-230,737-784,ncRNA,-68,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
50,ENST00000244625,TBCC,chr6:42712240-42714558 ,-32.2,145-195,105-155,UTR5,-85,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
51,ENST00000400419,SMIM2,chr13:44717680-44735393 ,-32.2,392-423,735-782,UTR3,-130.9,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
52,ENST00000418602,RP11-536C5.7,chr1:160171990-160178659 ,-32.1,388-423,970-1017,ncRNA,-85.1,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
53,ENST00000311044,ZNF497,chr19:58865724-58874120 ,-32,388-423,3294-3349,UTR3,-100.8,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
54,ENST00000251127,NALCN,chr13:101706131-102068706 ,-31.9,122-171,3425-3474,CDS,-394.6,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
55,ENST00000265342,FSTL4,chr5:132532148-132948255 ,-31.9,30-Jan,5108-5155,UTR3,-159.5,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
56,ENST00000455309,AC017002.1,chr2:112248851-112268567 ,-31.8,141-194,618-671,ncRNA,-51.7,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
57,ENST00000420329,CRTC3,chr15:91073158-91188577 ,-31.8,30-Jan,3610-3657,UTR3,-160.7,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
58,ENST00000216068,DNAL4,chr22:39174514-39190178 ,-31.6,142-195,801-854,UTR3,-67.9,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
59,ENST00000334568,TAC4,chr17:47915672-47925379 ,-31.6,186-233,175-222,CDS,-49.7,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
60,ENST00000443966,GNAS-AS1,chr20:57414838-57415899 ,-31.6,388-423,975-1022,ncRNA,-41.1,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
61,ENST00000501541,RP11-613D13.8,chr11:43965338-43968756 ,-31.6,390-423,Feb-51,ncRNA,-53.8,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
62,ENST00000373382,VPS26A,chr10:70883269-70932617 ,-31.5,143-194,497-548,UTR5,-154.5,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
63,ENST00000247226,PLEKHG3,chr14:65171155-65213610 ,-31.5,121-172,1670-1721,CDS,-165.2,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
64,ENST00000605955,RP11-713M15.2,chr8:121824460-121825599 ,-31.4,388-423,311-358,ncRNA,-32.9,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
65,ENST00000553603,RP11-463J10.3,chr14:52433722-52436518 ,-31.4,30-Jan,282-329,ncRNA,-70.8,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
66,ENST00000328827,PAWR,chr12:79978655-80084877 ,-31.3,102-156,4376-4430,UTR3,-417.8,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
67,ENST00000327908,LRIT3,chr4:110772487-110793471 ,-31.3,388-423,1401-1448,CDS,-146,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
68,ENST00000358552,NFIX,chr19:13135812-13209610 ,-31.3,390-423,5238-5286,UTR3,-152.8,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
69,ENST00000375911,C6orf47,chr6:31626076-31628549 ,-31.3,141-194,1642-1695,CDS,-160.6,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
70,ENST00000343410,HHIPL2,chr1:222695603-222721445 ,-31.2,123-170,1544-1591,CDS,-105.4,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
71,ENST00000536430,LINC00115,chr1:761590-762886 ,-31.2,30-Jan,653-700,ncRNA,-132.9,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
72,ENST00000473798,LINC00115,chr1:761587-762902 ,-31.2,30-Jan,669-716,ncRNA,-132.9,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
73,ENST00000493030,TRIM11,chr1:228581375-228593605 ,-31.1,137-185,3650-3698,UTR5,-215.8,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
74,ENST00000379426,TMEM170B,chr6:11538512-11583757 ,-31.1,89-139,1329-1379,UTR3,-436.8,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
75,ENST00000392650,SDK2,chr17:71330524-71640228 ,-31.1,16-63,3082-3129,CDS,-214.5,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
76,ENST00000521653,RP11-513O17.2,chr8:58106150-58121191 ,-31.1,162-212,317-367,ncRNA,-54.6,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
77,ENST00000562532,XKR7,chr20:30555806-30591190 ,-31.1,31-Jan,15-64,UTR5,-341.3,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
78,ENST00000409262,TET3,chr2:74273451-74335303 ,-31.1,286-335,5054-5103,UTR3,-369.8,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
79,ENST00000244533,ABCC10,chr6:43399490-43418163 ,-31,162-217,243-298,UTR5,-140.2,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
80,ENST00000452319,GLI2,chr2:121549986-121750229 ,-31,16-63,5962-6009,UTR3,-121.6,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
81,ENST00000290524,RFX5,chr1:151313117-151319727 ,-30.9,388-423,3041-3095,UTR3,-127.6,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
82,ENST00000301146,CYP2A7,chr19:41381345-41388657 ,-30.9,143-194,2111-2162,UTR3,-35.4,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
83,ENST00000367674,TNR,chr1:175284331-175712906 ,-30.7,388-423,303-356,UTR5,-448.6,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
84,ENST00000405659,CCDC157,chr22:30752625-30772818 ,-30.7,144-195,1861-1912,CDS,-108,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
85,ENST00000421331,NEXN-AS1,chr1:78347034-78355224 ,-30.6,30-Jan,877-924,ncRNA,-92.9,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
86,ENST00000374314,GPRIN2,chr10:46997927-47005643 ,-30.6,145-194,6231-6280,UTR3,-257.6,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
87,ENST00000382071,C1QTNF9,chr13:24881305-24896673 ,-30.6,143-194,411-462,CDS,-177,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
88,ENST00000295297,C1QTNF7,chr4:15341561-15447789 ,-30.6,163-219,3120-3176,UTR3,-259,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
89,ENST00000305264,HDAC3,chr5:141000444-141016437 ,-30.5,30-Jan,1261-1308,CDS,-89.2,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
90,ENST00000512560,MTX3,chr5:79275585-79287068 ,-30.5,16-65,1071-1120,UTR3,-227.9,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
91,ENST00000566974,RP11-6O2.4,chr15:99669038-99672011 ,-30.5,392-423,1472-1520,ncRNA,-78.7,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
92,ENST00000431060,RP11-66B24.7,chr15:101390037-101404501 ,-30.5,281-335,1987-2041,ncRNA,-181.4,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
93,ENST00000597002,FLJ00418,chr16:70695571-70699739 ,-30.4,145-194,1531-1580,CDS,-167.4,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
94,ENST00000453664,USP19,chr3:49145565-49158371 ,-30.4,119-172,673-726,CDS,-131.6,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
95,ENST00000562341,RP11-211G23.1,chr11:69229076-69231600 ,-30.3,145-194,736-785,ncRNA,-94.3,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
96,ENST00000396952,OR51E1,chr11:4664651-4676718 ,-30.3,389-423,1274-1325,CDS,-175.1,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
97,ENST00000378505,RPGR,chrX:38143663-38186797 ,-30.3,165-214,2229-2278,CDS,-364.2,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
98,ENST00000389470,INTS1,chr7:1509914-1545489 ,-30.3,30-Jan,1271-1318,CDS,-176.3,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
99,ENST00000368426,ZBTB7B,chr1:154975134-154990998 ,-30.2,30-Jan,109-156,"UTR5,start_codon",-117.3,ENST00000414085,ENSG00000236028.1
,,,,,,,,,ENST00000414085,ENSG00000236028.1
100,ENST00000358583,GOLGA6L9,chr15:83098711-83108085 ,-30.2,147-194,854-901,CDS,-271.9,ENST00000414085,ENSG00000236028.1
1,ENST00000430719,AC007308.6,chr22:21077336-21080208 ,-69.3,2390-2447,1925-1982,ncRNA,-840,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
2,ENST00000525706,RP11-1007G5.2,chr11:128396038-128400284 ,-66.3,2217-2265,14-62,ncRNA,-702.6,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
3,ENST00000396368,KIAA0430,chr16:15688244-15737023 ,-58.1,2039-2096,100-157,UTR5,-2647,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
4,ENST00000555913,RP11-804L24.2,chr14:88277327-88304683 ,-57.7,2380-2440,460-520,ncRNA,-576.4,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
5,ENST00000292431,NACC1,chr19:13229152-13251955 ,-55.4,2216-2263,3920-3967,UTR3,-1062.6,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
6,ENST00000313173,HOXD8,chr2:176994469-176997423 ,-55.3,2041-2091,57-107,UTR5,-831.5,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
7,ENST00000269919,PGPEP1,chr19:18451398-18480760 ,-54.8,2214-2265,4486-4537,UTR3,-2753.5,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
8,ENST00000590714,FIZ1,chr19:56104727-56113336 ,-54.3,2044-2092,2361-2409,UTR5,-2096,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
9,ENST00000263754,KAT2B,chr3:20081516-20195896 ,-53.8,2041-2094,307-360,UTR5,-1689.6,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
10,ENST00000375906,GPANK1,chr6:31629007-31634060 ,-53.7,2040-2091,169-220,UTR5,-882.3,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
11,ENST00000258111,KCNMB4,chr12:70760057-70828072 ,-53.3,2218-2265,92-139,UTR5,-1777.7,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
12,ENST00000357338,DLK2,chr6:43418093-43424370 ,-53.1,2041-2095,467-521,UTR5,-1092.4,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
13,ENST00000368655,GATAD2B,chr1:153777202-153895451 ,-52.7,2039-2091,7104-7156,UTR3,-3017.8,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
14,ENST00000395900,WT1-AS,chr11:32457126-32462950 ,-52.2,2042-2091,3191-3240,ncRNA,-1254.3,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
15,ENST00000408907,PSMB11,chr14:23511377-23513269 ,-52.2,2045-2094,981-1030,UTR3,-861.1,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
16,ENST00000455424,AC016907.3,chr2:30355212-30366670 ,-52.2,2390-2452,68-130,ncRNA,-1454.6,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
17,ENST00000600723,LINC00528,chr22:18260089-18262247 ,-51.9,2390-2451,161-222,ncRNA,-846.5,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
18,ENST00000515243,RP11-1C1.4,chr5:10493640-10502840 ,-51.9,2459-2520,2038-2099,ncRNA,-922.1,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
19,ENST00000394196,CHD2,chr15:93443059-93571237 ,-51.8,2039-2092,7388-7441,UTR3,-3898.3,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
20,ENST00000382743,SIRT3,chr11:215459-236431 ,-51.6,2041-2092,Apr-55,UTR5,-951.7,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
21,ENST00000520749,KB-1299A7.2,chr8:111779093-111784988 ,-51.3,2390-2447,415-472,ncRNA,-329.1,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
22,ENST00000311852,MMP14,chr14:23305767-23316970 ,-51,2041-2097,3411-3467,UTR3,-1317.1,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
23,ENST00000566945,CTD-2199O4.3,chr5:10195234-10197740 ,-50.8,2463-2519,1414-1470,ncRNA,-1119.5,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
24,ENST00000606203,CTD-2199O4.7,chr5:10195300-10197734 ,-50.8,2463-2519,1408-1464,ncRNA,-1120.5,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
25,ENST00000270458,CACNG8,chr19:54466295-54493469 ,-50.4,2051-2100,4507-4556,UTR3,-3810.2,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
26,ENST00000604680,RP11-381K20.4,chr5:137097236-137097625 ,-50.3,2390-2447,157-214,ncRNA,-247.6,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
27,ENST00000442292,RP11-54O7.18,chr1:997589-998668 ,-50.2,2188-2243,216-271,ncRNA,-368.1,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
28,ENST00000429832,KCNQ5-AS1,chr6:73844527-73853237 ,-50.2,2462-2515,306-359,ncRNA,-624,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
29,ENST00000566929,CTD-2313J23.1,chr16:24484120-24506498 ,-50,2390-2445,3638-3693,ncRNA,-2118.1,ENST00000442815,ENSG00000237989.1
,,,,,,,,,ENST00000442815,ENSG00000237989.1
